id,raceId,driverId,constructorId,year,round,circuitId,lat,lng,alt,track_length_km,number_of_turns,grid,driver_age,driver_nationality_code,constructor_nationality_code,q1_ms,q2_ms,q3_ms,best_qual_ms,pit_stop_count,avg_pit_ms,rolling_avg_position,career_wins_so_far,prev_championship_points,prev_championship_position,prev_constructor_points,finishing_position
452_158,452,158,4,1983,1,36,-23.04646,-43.58147,1126,3.62,8,8,25.169062286105408,0,9,,,,,,,8.666666666666666,0.0,15.2,12.0,0.0,18
452_163,452,163,6,1983,1,36,-23.04646,-43.58147,1126,3.62,8,6,34.68856947296372,19,14,,,,,,,12.666666666666666,4.0,27.6,6.0,72.3,9
452_175,452,175,6,1983,1,36,-23.04646,-43.58147,1126,3.62,8,3,33.713894592744694,19,14,,,,,,,17.666666666666668,1.0,25.5,7.0,2.1,4
452_176,452,176,21,1983,1,36,-23.04646,-43.58147,1126,3.62,8,20,31.48254620123204,39,5,,,,,,,12.666666666666666,0.0,3.1,21.0,5.0,5
452_192,452,192,21,1983,1,36,-23.04646,-43.58147,1126,3.62,8,23,26.102669404517453,8,5,,,,,,,22.666666666666668,0.0,1.0,26.0,1.0,8
452_105,452,105,25,1983,1,36,-23.04646,-43.58147,1126,3.62,8,11,26.217659137577,25,5,,,,,,,4.333333333333333,1.0,25.7,8.0,25.2,26
452_193,452,193,25,1983,1,36,-23.04646,-43.58147,1126,3.62,8,21,33.01026694045174,0,5,,,,,,,,0.0,0.0,0.0,0.0,10
452_196,452,196,27,1983,1,36,-23.04646,-43.58147,1126,3.62,8,17,25.270362765229294,8,9,,,,,,,21.33333333333333,0.0,0.0,30.0,19.7,20
452_197,452,197,27,1983,1,36,-23.04646,-43.58147,1126,3.62,8,12,36.6735112936345,19,9,,,,,,,21.666666666666668,0.0,2.9,20.0,0.0,22
452_95,452,95,32,1983,1,36,-23.04646,-43.58147,1126,3.62,8,22,29.593429158110883,9,5,,,,,,,12.666666666666666,0.0,6.9,14.0,30.6,11
452_173,452,173,32,1983,1,36,-23.04646,-43.58147,1126,3.62,8,13,24.9637234770705,25,5,,,,,,,12.666666666666666,1.0,22.5,9.0,0.0,16
452_119,452,119,34,1983,1,36,-23.04646,-43.58147,1126,3.62,8,7,28.903490759753595,25,5,,,,,,,16.0,1.0,21.6,10.0,40.1,23
452_137,452,137,34,1983,1,36,-23.04646,-43.58147,1126,3.62,8,4,30.56810403832991,8,5,,,,,,,14.666666666666666,7.0,19.9,11.0,9.1,1
452_160,452,160,45,1983,1,36,-23.04646,-43.58147,1126,3.62,8,0,31.15400410677618,25,14,,,,,,,19.0,0.0,0.0,27.0,3.1,28
452_190,452,190,45,1983,1,36,-23.04646,-43.58147,1126,3.62,8,24,21.916495550992472,25,14,,,,,,,,0.0,0.0,0.0,0.0,24
452_194,452,194,50,1983,1,36,-23.04646,-43.58147,1126,3.62,8,26,28.32580424366872,11,5,,,,,,,17.333333333333332,0.0,2.0,23.0,0.0,13
452_110,452,110,51,1983,1,36,-23.04646,-43.58147,1126,3.62,8,0,23.78370978781657,25,23,,,,,,,9.666666666666666,0.0,4.9,17.0,7.0,27
452_184,452,184,51,1983,1,36,-23.04646,-43.58147,1126,3.62,8,10,29.111567419575632,25,23,,,,,,,17.333333333333332,0.0,2.0,25.0,0.0,21
452_118,452,118,53,1983,1,36,-23.04646,-43.58147,1126,3.62,8,5,28.542094455852155,9,5,,,,,,,22.0,0.0,0.0,32.0,0.0,7
452_152,452,152,53,1983,1,36,-23.04646,-43.58147,1126,3.62,8,15,30.50239561943874,25,5,,,,,,,12.333333333333334,0.0,2.0,22.0,0.0,25
452_181,452,181,54,1983,1,36,-23.04646,-43.58147,1126,3.62,8,25,31.43326488706365,20,14,,,,,,,20.0,0.0,2.0,24.0,4.1,14
452_188,452,188,55,1983,1,36,-23.04646,-43.58147,1126,3.62,8,19,27.129363449692,42,11,,,,,,,,0.0,0.0,0.0,0.0,12
452_195,452,195,55,1983,1,36,-23.04646,-43.58147,1126,3.62,8,14,24.32032854209445,13,11,,,,,,,21.33333333333333,0.0,0.0,31.0,0.0,17
453_182,453,182,1,1983,2,43,33.60789,-118.2355,12,3.93,10,23,34.08898015058179,6,5,,,,,,,11.666666666666666,19.0,3.9,2.0,4.0,2
453_187,453,187,1,1983,2,43,33.60789,-118.2355,12,3.93,10,22,36.8952772073922,9,5,,,,,,,8.333333333333334,4.0,0.0,17.0,19.4,1
453_172,453,172,3,1983,2,43,33.60789,-118.2355,12,3.93,10,4,39.34565366187543,19,5,,,,,,,16.333333333333332,6.0,3.0,3.0,3.1,4
453_177,453,177,3,1983,2,43,33.60789,-118.2355,12,3.93,10,3,34.3025325119781,18,5,,,,,,,9.333333333333334,1.0,0.0,0.0,5.9,23
453_117,453,117,4,1983,2,43,33.60789,-118.2355,12,3.93,10,8,28.08487337440109,19,9,,,,,,,9.0,5.0,0.0,6.0,0.0,11
453_158,453,158,4,1983,2,43,33.60789,-118.2355,12,3.93,10,15,25.20739219712525,0,9,,,,,,,9.0,0.0,0.0,16.0,0.0,13
453_163,453,163,6,1983,2,43,33.60789,-118.2355,12,3.93,10,2,34.72689938398357,19,14,,,,,,,10.333333333333334,4.0,0.0,9.0,2.1,3
453_175,453,175,6,1983,2,43,33.60789,-118.2355,12,3.93,10,1,33.752224503764545,19,14,,,,,,,10.333333333333334,1.0,2.0,4.0,5.9,22
453_176,453,176,21,1983,2,43,33.60789,-118.2355,12,3.93,10,16,31.520876112251884,39,5,,,,,,,9.333333333333334,0.0,1.0,5.0,1.0,5
453_178,453,178,21,1983,2,43,33.60789,-118.2355,12,3.93,10,12,36.39698836413415,5,5,,,,,,,7.333333333333333,12.0,47.2,3.0,3.1,14
453_105,453,105,25,1983,2,43,33.60789,-118.2355,12,3.93,10,7,26.25598904859685,25,5,,,,,,,10.666666666666666,1.0,0.0,24.0,0.0,9
453_193,453,193,25,1983,2,43,33.60789,-118.2355,12,3.93,10,9,33.04859685147159,0,5,,,,,,,10.0,0.0,0.0,10.0,0.0,8
453_196,453,196,27,1983,2,43,33.60789,-118.2355,12,3.93,10,26,25.308692676249144,8,9,,,,,,,20.666666666666668,0.0,0.0,18.0,0.0,7
453_197,453,197,27,1983,2,43,33.60789,-118.2355,12,3.93,10,10,36.71184120465435,19,9,,,,,,,22.666666666666668,0.0,0.0,20.0,0.0,19
453_95,453,95,32,1983,2,43,33.60789,-118.2355,12,3.93,10,13,29.631759069130734,9,5,,,,,,,13.666666666666666,0.0,0.0,11.0,0.0,12
453_173,453,173,32,1983,2,43,33.60789,-118.2355,12,3.93,10,5,25.00205338809035,25,5,,,,,,,16.0,1.0,0.0,0.0,0.0,17
453_119,453,119,34,1983,2,43,33.60789,-118.2355,12,3.93,10,11,28.94182067077344,25,5,,,,,,,22.0,1.0,0.0,21.0,9.1,10
453_137,453,137,34,1983,2,43,33.60789,-118.2355,12,3.93,10,20,30.60643394934976,8,5,,,,,,,13.666666666666666,8.0,9.1,1.0,8.9,15
453_160,453,160,45,1983,2,43,33.60789,-118.2355,12,3.93,10,0,31.19233401779603,25,14,,,,,,,22.0,0.0,0.0,26.0,0.0,28
453_190,453,190,45,1983,2,43,33.60789,-118.2355,12,3.93,10,0,21.95482546201232,25,14,,,,,,,24.0,0.0,0.0,22.0,0.0,27
453_194,453,194,50,1983,2,43,33.60789,-118.2355,12,3.93,10,25,28.36413415468857,11,5,,,,,,,17.0,0.0,0.0,13.0,0.0,24
453_110,453,110,51,1983,2,43,33.60789,-118.2355,12,3.93,10,19,23.822039698836413,25,23,,,,,,,15.333333333333334,0.0,0.0,25.0,0.0,16
453_184,453,184,51,1983,2,43,33.60789,-118.2355,12,3.93,10,21,29.149897330595483,25,23,,,,,,,14.666666666666666,0.0,0.0,19.0,0.0,21
453_118,453,118,53,1983,2,43,33.60789,-118.2355,12,3.93,10,6,28.580424366872005,9,5,,,,,,,16.333333333333332,0.0,0.0,7.0,0.0,25
453_152,453,152,53,1983,2,43,33.60789,-118.2355,12,3.93,10,14,30.54072553045859,25,5,,,,,,,16.666666666666668,0.0,0.0,23.0,0.0,20
453_181,453,181,54,1983,2,43,33.60789,-118.2355,12,3.93,10,24,31.471594798083505,20,14,,,,,,,18.666666666666668,0.0,0.0,14.0,0.0,26
453_188,453,188,55,1983,2,43,33.60789,-118.2355,12,3.93,10,17,27.16769336071184,42,11,,,,,,,12.0,0.0,0.0,12.0,0.0,6
453_195,453,195,55,1983,2,43,33.60789,-118.2355,12,3.93,10,18,24.358658453114305,13,11,,,,,,,18.666666666666668,0.0,0.0,15.0,1.0,18
454_182,454,182,1,1983,3,34,43.44475,5.77949,432,6.88,18,12,34.14647501711157,6,5,,,,,,,6.333333333333333,19.0,9.8,1.0,19.4,17
454_187,454,187,1,1983,3,34,43.44475,5.77949,432,6.88,18,14,36.95277207392197,9,5,,,,,,,7.333333333333333,5.0,9.3,3.0,19.5,26
454_172,454,172,3,1983,3,34,43.44475,5.77949,432,6.88,18,19,39.4031485284052,19,5,,,,,,,10.333333333333334,6.0,6.1,4.0,5.9,6
454_177,454,177,3,1983,3,34,43.44475,5.77949,432,6.88,18,16,34.36002737850787,18,5,,,,,,,14.333333333333334,1.0,0.0,27.0,8.7,5
454_117,454,117,4,1983,3,34,43.44475,5.77949,432,6.88,18,1,28.142368240930868,19,9,,,,,,,7.0,5.0,0.0,9.0,0.0,1
454_158,454,158,4,1983,3,34,43.44475,5.77949,432,6.88,18,2,25.26488706365503,0,9,,,,,,,11.333333333333334,0.0,0.0,17.0,12.6,3
454_163,454,163,6,1983,3,34,43.44475,5.77949,432,6.88,18,4,34.784394250513344,19,14,,,,,,,11.0,4.0,4.0,5.0,5.9,7
454_175,454,175,6,1983,3,34,43.44475,5.77949,432,6.88,18,11,33.80971937029432,19,14,,,,,,,17.0,1.0,2.0,7.0,9.0,4
454_176,454,176,21,1983,3,34,43.44475,5.77949,432,6.88,18,21,31.578370978781656,39,5,,,,,,,5.666666666666667,0.0,3.0,6.0,3.1,10
454_192,454,192,21,1983,3,34,43.44475,5.77949,432,6.88,18,26,26.19849418206708,8,5,,,,,,,16.333333333333332,0.0,0.0,8.0,2.9,19
454_105,454,105,25,1983,3,34,43.44475,5.77949,432,6.88,18,15,26.313483915126625,25,5,,,,,,,12.0,1.0,0.0,13.0,0.0,8
454_193,454,193,25,1983,3,34,43.44475,5.77949,432,6.88,18,24,33.106091718001366,0,5,,,,,,,9.0,0.0,0.0,11.0,0.0,21
454_196,454,196,27,1983,3,34,43.44475,5.77949,432,6.88,18,25,25.36618754277892,8,9,,,,,,,13.333333333333334,0.0,0.0,10.0,0.0,14
454_197,454,197,27,1983,3,34,43.44475,5.77949,432,6.88,18,20,36.76933607118412,19,9,,,,,,,22.666666666666668,0.0,0.0,24.0,0.0,9
454_95,454,95,32,1983,3,34,43.44475,5.77949,432,6.88,18,18,29.689253935660503,9,5,,,,,,,15.333333333333334,0.0,0.0,16.0,0.0,25
454_173,454,173,32,1983,3,34,43.44475,5.77949,432,6.88,18,5,25.05954825462012,25,5,,,,,,,17.0,1.0,0.0,23.0,0.0,22
454_119,454,119,34,1983,3,34,43.44475,5.77949,432,6.88,18,3,28.99931553730321,25,5,,,,,,,18.33333333333333,1.0,0.0,15.0,8.9,23
454_137,454,137,34,1983,3,34,43.44475,5.77949,432,6.88,18,6,30.663928815879533,8,5,,,,,,,12.0,8.0,8.8,2.0,15.4,2
454_160,454,160,45,1983,3,34,43.44475,5.77949,432,6.88,18,0,31.249828884325805,25,14,,,,,,,27.0,0.0,0.0,29.0,0.0,28
454_190,454,190,45,1983,3,34,43.44475,5.77949,432,6.88,18,23,22.012320328542096,25,14,,,,,,,25.5,0.0,0.0,28.0,0.0,15
454_168,454,168,50,1983,3,34,43.44475,5.77949,432,6.88,18,0,34.5927446954141,19,5,,,,,,,,0.0,0.0,0.0,0.0,29
454_194,454,194,50,1983,3,34,43.44475,5.77949,432,6.88,18,0,28.421629021218344,11,5,,,,,,,22.0,0.0,0.0,18.0,0.0,27
454_110,454,110,51,1983,3,34,43.44475,5.77949,432,6.88,18,7,23.87953456536619,25,23,,,,,,,17.333333333333332,0.0,0.0,21.0,0.0,12
454_184,454,184,51,1983,3,34,43.44475,5.77949,432,6.88,18,8,29.20739219712525,25,23,,,,,,,17.666666666666668,0.0,0.0,26.0,0.0,18
454_118,454,118,53,1983,3,34,43.44475,5.77949,432,6.88,18,9,28.63791923340177,9,5,,,,,,,16.333333333333332,0.0,0.0,12.0,0.0,24
454_152,454,152,53,1983,3,34,43.44475,5.77949,432,6.88,18,13,30.598220396988363,25,5,,,,,,,18.33333333333333,0.0,0.0,25.0,0.0,13
454_181,454,181,54,1983,3,34,43.44475,5.77949,432,6.88,18,10,31.52908966461328,20,14,,,,,,,18.0,0.0,0.0,19.0,0.0,16
454_188,454,188,55,1983,3,34,43.44475,5.77949,432,6.88,18,17,27.225188227241617,42,11,,,,,,,9.0,0.0,1.0,8.0,1.0,11
454_195,454,195,55,1983,3,34,43.44475,5.77949,432,6.88,18,22,24.41615331964408,13,11,,,,,,,20.33333333333333,0.0,0.0,22.0,1.0,20
455_182,455,182,1,1983,4,21,44.3935,11.70821,37,4.41,20,18,34.18480492813142,6,5,,,,,,,7.0,19.0,10.0,2.0,19.5,22
455_187,455,187,1,1983,4,21,44.3935,11.70821,37,4.41,20,24,36.99110198494182,9,5,,,,,,,15.333333333333334,5.0,9.1,4.0,21.2,5
455_172,455,172,3,1983,4,21,44.3935,11.70821,37,4.41,20,16,39.441478439425055,19,5,,,,,,,4.333333333333333,6.0,6.8,5.0,8.7,7
455_177,455,177,3,1983,4,21,44.3935,11.70821,37,4.41,20,11,34.39835728952772,18,5,,,,,,,14.333333333333334,1.0,2.0,10.0,12.3,4
455_117,455,117,4,1983,4,21,44.3935,11.70821,37,4.41,20,4,28.18069815195072,19,9,,,,,,,6.0,6.0,8.8,3.0,12.6,2
455_158,455,158,4,1983,4,21,44.3935,11.70821,37,4.41,20,6,25.30321697467488,0,9,,,,,,,11.333333333333334,0.0,4.0,8.0,18.8,26
455_163,455,163,6,1983,4,21,44.3935,11.70821,37,4.41,20,1,34.822724161533195,19,14,,,,,,,6.333333333333333,4.0,4.1,7.0,9.0,3
455_175,455,175,6,1983,4,21,44.3935,11.70821,37,4.41,20,3,33.84804928131417,19,14,,,,,,,10.0,1.0,4.9,6.0,21.4,1
455_176,455,176,21,1983,4,21,44.3935,11.70821,37,4.41,20,12,31.616700889801507,39,5,,,,,,,6.666666666666667,0.0,3.0,9.0,2.9,6
455_192,455,192,21,1983,4,21,44.3935,11.70821,37,4.41,20,20,26.236824093086927,8,5,,,,,,,19.0,0.0,0.0,17.0,3.9,8
455_105,455,105,25,1983,4,21,44.3935,11.70821,37,4.41,20,13,26.35181382614648,25,5,,,,,,,14.333333333333334,1.0,0.0,13.0,0.0,24
455_193,455,193,25,1983,4,21,44.3935,11.70821,37,4.41,20,22,33.14442162902122,0,5,,,,,,,13.0,0.0,0.0,14.0,0.0,18
455_196,455,196,27,1983,4,21,44.3935,11.70821,37,4.41,20,25,25.404517453798768,8,9,,,,,,,13.666666666666666,0.0,0.0,12.0,0.0,9
455_197,455,197,27,1983,4,21,44.3935,11.70821,37,4.41,20,19,36.80766598220397,19,9,,,,,,,16.666666666666668,0.0,0.0,16.0,0.0,17
455_95,455,95,32,1983,4,21,44.3935,11.70821,37,4.41,20,15,29.72758384668036,9,5,,,,,,,16.0,0.0,0.0,19.0,0.0,12
455_173,455,173,32,1983,4,21,44.3935,11.70821,37,4.41,20,9,25.097878165639973,25,5,,,,,,,18.33333333333333,1.0,0.0,27.0,0.0,15
455_119,455,119,34,1983,4,21,44.3935,11.70821,37,4.41,20,5,29.037645448323065,25,5,,,,,,,18.666666666666668,1.0,0.0,18.0,15.4,13
455_137,455,137,34,1983,4,21,44.3935,11.70821,37,4.41,20,2,30.702258726899384,8,5,,,,,,,6.0,8.0,14.9,1.0,15.1,16
455_160,455,160,45,1983,4,21,44.3935,11.70821,37,4.41,20,0,31.28815879534565,25,14,,,,,,,28.0,0.0,0.0,29.0,0.0,28
455_190,455,190,45,1983,4,21,44.3935,11.70821,37,4.41,20,26,22.050650239561943,25,14,,,,,,,22.0,0.0,0.0,25.0,0.0,20
455_194,455,194,50,1983,4,21,44.3935,11.70821,37,4.41,20,0,28.459958932238195,11,5,,,,,,,21.33333333333333,0.0,0.0,22.0,0.0,27
455_110,455,110,51,1983,4,21,44.3935,11.70821,37,4.41,20,8,23.91786447638604,25,23,,,,,,,18.33333333333333,0.0,0.0,20.0,0.0,14
455_184,455,184,51,1983,4,21,44.3935,11.70821,37,4.41,20,10,29.245722108145102,25,23,,,,,,,20.0,0.0,0.0,28.0,0.0,10
455_118,455,118,53,1983,4,21,44.3935,11.70821,37,4.41,20,14,28.67624914442163,9,5,,,,,,,18.666666666666668,0.0,0.0,15.0,0.0,19
455_152,455,152,53,1983,4,21,44.3935,11.70821,37,4.41,20,17,30.63655030800821,25,5,,,,,,,19.33333333333333,0.0,0.0,21.0,0.0,21
455_181,455,181,54,1983,4,21,44.3935,11.70821,37,4.41,20,7,31.567419575633128,20,14,,,,,,,18.666666666666668,0.0,0.0,23.0,0.0,11
455_188,455,188,55,1983,4,21,44.3935,11.70821,37,4.41,20,23,27.263518138261464,42,11,,,,,,,9.666666666666666,0.0,1.0,11.0,1.0,23
455_195,455,195,55,1983,4,21,44.3935,11.70821,37,4.41,20,21,24.45448323066393,13,11,,,,,,,18.33333333333333,0.0,0.0,26.0,1.0,25
456_182,456,182,1,1983,5,6,43.58425,7.40801,7,6.83,17,0,34.223134839151264,6,5,,,,,,,13.666666666666666,19.0,10.2,5.0,21.2,22
456_187,456,187,1,1983,5,6,43.58425,7.40801,7,6.83,17,0,37.02943189596167,9,5,,,,,,,10.666666666666666,5.0,11.3,4.0,21.2,23
456_172,456,172,3,1983,5,6,43.58425,7.40801,7,6.83,17,8,39.4798083504449,19,5,,,,,,,5.666666666666667,6.0,6.8,7.0,12.3,9
456_177,456,177,3,1983,5,6,43.58425,7.40801,7,6.83,17,5,34.43668720054757,18,5,,,,,,,10.666666666666666,1.0,5.1,8.0,20.6,1
456_117,456,117,4,1983,5,6,43.58425,7.40801,7,6.83,17,1,28.21902806297057,19,9,,,,,,,4.666666666666667,6.0,14.8,1.0,18.8,3
456_158,456,158,4,1983,5,6,43.58425,7.40801,7,6.83,17,3,25.34154688569473,0,9,,,,,,,14.0,0.0,4.1,9.0,23.2,14
456_163,456,163,6,1983,5,6,43.58425,7.40801,7,6.83,17,2,34.861054072553046,19,14,,,,,,,4.333333333333333,4.0,8.0,6.0,21.4,16
456_175,456,175,6,1983,5,6,43.58425,7.40801,7,6.83,17,4,33.88637919233402,19,14,,,,,,,9.0,2.0,13.9,3.0,25.3,4
456_176,456,176,21,1983,5,6,43.58425,7.40801,7,6.83,17,12,31.65503080082136,39,5,,,,,,,7.0,0.0,4.1,10.0,3.9,10
456_192,456,192,21,1983,5,6,43.58425,7.40801,7,6.83,17,15,26.275154004106778,8,5,,,,,,,11.666666666666666,0.0,0.0,13.0,3.9,7
456_105,456,105,25,1983,5,6,43.58425,7.40801,7,6.83,17,11,26.390143737166323,25,5,,,,,,,13.666666666666666,1.0,0.0,14.0,0.0,19
456_193,456,193,25,1983,5,6,43.58425,7.40801,7,6.83,17,20,33.18275154004107,0,5,,,,,,,15.666666666666666,0.0,0.0,15.0,2.0,5
456_196,456,196,27,1983,5,6,43.58425,7.40801,7,6.83,17,18,25.44284736481862,8,9,,,,,,,10.0,0.0,0.0,12.0,0.0,17
456_197,456,197,27,1983,5,6,43.58425,7.40801,7,6.83,17,9,36.84599589322382,19,9,,,,,,,15.0,0.0,0.0,17.0,0.0,13
456_95,456,95,32,1983,5,6,43.58425,7.40801,7,6.83,17,14,29.765913757700204,9,5,,,,,,,16.333333333333332,0.0,0.0,21.0,0.0,20
456_173,456,173,32,1983,5,6,43.58425,7.40801,7,6.83,17,19,25.136208076659823,25,5,,,,,,,18.0,1.0,0.0,26.0,0.0,12
456_119,456,119,34,1983,5,6,43.58425,7.40801,7,6.83,17,17,29.07597535934292,25,5,,,,,,,15.333333333333334,1.0,0.0,18.0,15.1,8
456_137,456,137,34,1983,5,6,43.58425,7.40801,7,6.83,17,6,30.740588637919235,8,5,,,,,,,11.0,8.0,15.3,2.0,20.4,2
456_160,456,160,45,1983,5,6,43.58425,7.40801,7,6.83,17,0,31.326488706365502,25,14,,,,,,,28.0,0.0,0.0,29.0,0.0,26
456_190,456,190,45,1983,5,6,43.58425,7.40801,7,6.83,17,0,22.0889801505818,25,14,,,,,,,20.666666666666668,0.0,0.0,27.0,0.0,24
456_194,456,194,50,1983,5,6,43.58425,7.40801,7,6.83,17,0,28.49828884325804,11,5,,,,,,,26.0,0.0,0.0,24.0,0.0,25
456_110,456,110,51,1983,5,6,43.58425,7.40801,7,6.83,17,7,23.956194387405887,25,23,,,,,,,14.0,0.0,0.0,22.0,0.0,15
456_184,456,184,51,1983,5,6,43.58425,7.40801,7,6.83,17,13,29.28405201916496,25,23,,,,,,,16.333333333333332,0.0,0.0,19.0,1.0,6
456_118,456,118,53,1983,5,6,43.58425,7.40801,7,6.83,17,10,28.71457905544148,9,5,,,,,,,22.666666666666668,0.0,0.0,16.0,0.0,11
456_152,456,152,53,1983,5,6,43.58425,7.40801,7,6.83,17,0,30.67488021902806,25,5,,,,,,,18.0,0.0,0.0,23.0,0.0,21
456_181,456,181,54,1983,5,6,43.58425,7.40801,7,6.83,17,16,31.60574948665298,20,14,,,,,,,17.666666666666668,0.0,0.0,20.0,0.0,18
456_188,456,188,55,1983,5,6,43.58425,7.40801,7,6.83,17,0,27.301848049281315,42,11,,,,,,,13.333333333333334,0.0,1.0,11.0,1.0,27
456_195,456,195,55,1983,5,6,43.58425,7.40801,7,6.83,17,0,24.49281314168378,13,11,,,,,,,21.0,0.0,0.0,28.0,1.0,28
457_182,457,182,1,1983,6,13,50.60487,5.96973,401,4.05,16,15,34.24229979466119,6,5,,,,,,,20.33333333333333,19.0,10.3,6.0,21.2,15
457_187,457,187,1,1983,6,13,50.60487,5.96973,401,4.05,16,20,37.04859685147159,9,5,,,,,,,18.0,5.0,11.3,5.0,21.6,22
457_172,457,172,3,1983,6,13,50.60487,5.96973,401,4.05,16,11,39.49897330595483,19,5,,,,,,,7.333333333333333,6.0,7.0,8.0,20.6,6
457_177,457,177,3,1983,6,13,50.60487,5.96973,401,4.05,16,9,34.455852156057496,18,5,,,,,,,3.333333333333333,2.0,14.3,4.0,23.9,5
457_117,457,117,4,1983,6,13,50.60487,5.96973,401,4.05,16,1,28.23819301848049,19,9,,,,,,,2.0,6.0,18.9,2.0,23.2,1
457_158,457,158,4,1983,6,13,50.60487,5.96973,401,4.05,16,8,25.36071184120465,0,9,,,,,,,14.333333333333334,0.0,3.9,9.0,36.3,3
457_163,457,163,6,1983,6,13,50.60487,5.96973,401,4.05,16,5,34.88021902806297,19,14,,,,,,,8.666666666666666,4.0,8.0,7.0,25.3,19
457_175,457,175,6,1983,6,13,50.60487,5.96973,401,4.05,16,2,33.90554414784394,19,14,,,,,,,3.0,2.0,17.3,3.0,30.4,2
457_123,457,123,21,1983,6,13,50.60487,5.96973,401,4.05,16,18,25.856262833675565,7,5,,,,,,,,0.0,0.0,0.0,3.9,24
457_176,457,176,21,1983,6,13,50.60487,5.96973,401,4.05,16,10,31.67419575633128,39,5,,,,,,,8.666666666666666,0.0,4.0,10.0,3.9,11
457_105,457,105,25,1983,6,13,50.60487,5.96973,401,4.05,16,17,26.409308692676248,25,5,,,,,,,17.0,1.0,0.0,16.0,2.0,14
457_193,457,193,25,1983,6,13,50.60487,5.96973,401,4.05,16,23,33.20191649555099,0,5,,,,,,,14.666666666666666,0.0,2.0,11.0,2.0,12
457_196,457,196,27,1983,6,13,50.60487,5.96973,401,4.05,16,26,25.462012320328544,8,9,,,,,,,13.333333333333334,0.0,0.0,15.0,0.0,13
457_197,457,197,27,1983,6,13,50.60487,5.96973,401,4.05,16,21,36.865160848733744,19,9,,,,,,,13.0,0.0,0.0,18.0,0.0,23
457_95,457,95,32,1983,6,13,50.60487,5.96973,401,4.05,16,19,29.78507871321013,9,5,,,,,,,19.0,0.0,0.0,21.0,0.0,16
457_173,457,173,32,1983,6,13,50.60487,5.96973,401,4.05,16,13,25.155373032169745,25,5,,,,,,,16.333333333333332,1.0,0.0,25.0,0.0,9
457_119,457,119,34,1983,6,13,50.60487,5.96973,401,4.05,16,6,29.09514031485284,25,5,,,,,,,14.666666666666666,1.0,0.0,19.0,20.4,26
457_137,457,137,34,1983,6,13,50.60487,5.96973,401,4.05,16,4,30.75975359342916,8,5,,,,,,,6.666666666666667,8.0,20.7,1.0,23.5,4
457_160,457,160,45,1983,6,13,50.60487,5.96973,401,4.05,16,0,31.345653661875428,25,14,,,,,,,27.33333333333333,0.0,0.0,29.0,0.0,27
457_190,457,190,45,1983,6,13,50.60487,5.96973,401,4.05,16,24,22.10814510609172,25,14,,,,,,,19.666666666666668,0.0,0.0,27.0,0.0,20
457_194,457,194,50,1983,6,13,50.60487,5.96973,401,4.05,16,0,28.517453798767967,11,5,,,,,,,26.33333333333333,0.0,0.0,24.0,0.0,28
457_110,457,110,51,1983,6,13,50.60487,5.96973,401,4.05,16,3,23.97535934291581,25,23,,,,,,,13.666666666666666,0.0,0.0,22.0,1.0,17
457_184,457,184,51,1983,6,13,50.60487,5.96973,401,4.05,16,12,29.30321697467488,25,23,,,,,,,11.333333333333334,0.0,1.0,12.0,1.0,25
457_118,457,118,53,1983,6,13,50.60487,5.96973,401,4.05,16,22,28.733744010951405,9,5,,,,,,,18.0,0.0,0.0,17.0,0.0,7
457_152,457,152,53,1983,6,13,50.60487,5.96973,401,4.05,16,16,30.694045174537987,25,5,,,,,,,18.33333333333333,0.0,0.0,23.0,0.0,8
457_181,457,181,54,1983,6,13,50.60487,5.96973,401,4.05,16,7,31.6249144421629,20,14,,,,,,,15.0,0.0,0.0,20.0,0.0,21
457_188,457,188,55,1983,6,13,50.60487,5.96973,401,4.05,16,25,27.32101300479124,42,11,,,,,,,20.33333333333333,0.0,1.0,13.0,1.0,10
457_195,457,195,55,1983,6,13,50.60487,5.96973,401,4.05,16,14,24.511978097193705,13,11,,,,,,,24.33333333333333,0.0,0.0,28.0,1.0,18
458_182,458,182,1,1983,7,37,42.24709,-83.29596,177,4.59,21,18,34.280629705681044,6,5,,,,,,,19.666666666666668,19.0,10.1,6.0,21.6,13
458_187,458,187,1,1983,7,37,42.24709,-83.29596,177,4.59,21,21,37.08692676249144,9,5,,,,,,,16.666666666666668,5.0,11.0,5.0,25.7,3
458_172,458,172,3,1983,7,37,42.24709,-83.29596,177,4.59,21,20,39.53730321697468,19,5,,,,,,,7.333333333333333,6.0,8.1,9.0,23.9,5
458_177,458,177,3,1983,7,37,42.24709,-83.29596,177,4.59,21,12,34.49418206707735,18,5,,,,,,,3.333333333333333,2.0,15.7,4.0,32.4,2
458_117,458,117,4,1983,7,37,42.24709,-83.29596,177,4.59,21,13,28.27652292950034,19,9,,,,,,,2.0,7.0,28.2,1.0,36.3,8
458_158,458,158,4,1983,7,37,42.24709,-83.29596,177,4.59,21,7,25.399041752224505,0,9,,,,,,,14.333333333333334,0.0,8.2,8.0,36.9,24
458_163,458,163,6,1983,7,37,42.24709,-83.29596,177,4.59,21,1,34.91854893908282,19,14,,,,,,,12.666666666666666,4.0,7.9,7.0,30.4,17
458_175,458,175,6,1983,7,37,42.24709,-83.29596,177,4.59,21,3,33.94387405886379,19,14,,,,,,,2.333333333333333,2.0,23.5,3.0,31.2,26
